frequency_hz,source_0.1_ohm_db,source_1_ohm_db,source_10_ohm_db,source_50_ohm_db
2371.0704609087293,-2.5061627212654948e-05,-0.0011179934499169141,-0.09684553521620332,-1.9219032452900535
2430.7464611884,-2.6339032622610105e-05,-0.0011749706775268033,-0.10172444916578179,-2.0003485601610054
2491.9244096674547,-2.7681548598356102e-05,-0.0012348513010887441,-0.10684614719213802,-2.0812931776784236
2554.642107947598,-2.9092493945033813e-05,-0.0012977832294309565,-0.11222240312320306,-2.164768374412554
2618.9383090355686,-3.057535662767615e-05,-0.0013639219021801484,-0.1178655304850191,-2.2508028352939853
2684.85274128848,-3.213380241203369e-05,-0.0014334306727735633,-0.1237884040672143,-2.33942252298607
2752.4261329617893,-3.3771683913357796e-05,-0.0015064812108810458,-0.1300044820234194,-2.4306505577061537
2821.7002373751397,-3.5493050139936135e-05,-0.0015832539252440053,-0.13652782848347084,-2.5245071086485926
2892.7178587115395,-3.7302156488955125e-05,-0.0016639384079748583,-0.14337313664902715,-2.6210092980723947
2965.5228784659166,-3.920347527184183e-05,-0.001748733901353921,-0.15055575233850862,-2.72017111900924
3040.1602825592854,-4.120170677584219e-05,-0.0018378497883211032,-0.158091697941055,-2.822003367423825
3116.6761891353894,-4.3301790882093835e-05,-0.0019315061077945627,-0.16599769673229667,-2.926513589521192
3195.1178770568854,-4.550891928263187e-05,-0.002029934096109117,-0.17429119749738084,-3.0337060447453985
3275.533815118782,-4.782854831851626e-05,-0.0021333767558630898,-0.18299039939868506,-3.143581684854983
3357.973691997083,-5.026641246416319e-05,-0.0022420894535817564,-0.19211427701685074,-3.256138149293978
3442.488446951242,-5.28285385205726e-05,-0.002356340547599871,-0.20168260548460032,-3.371369776907342
3529.130301299292,-5.552126050107036e-05,-0.0024764120477300195,-0.21171598562267085,-3.489267633878437
3617.9527906852113,-5.8351235307939974e-05,-0.002602600308290823,-0.22223586897659553,-3.609819557597507
3709.010798158347,-6.132545919320816e-05,-0.0027352167561460203,-0.23326458264167824,-3.733010216006187
3802.3605880854548,-6.445128504699504e-05,-0.002874588655543469,-0.2448253537514848,-3.8588211818078166
3898.059840916188,-6.773644059348684e-05,-0.0030210599115937094,-0.2569423334925002,-3.9872310207880894
3996.1676888236416,-7.11890475013004e-05,-0.003174991914281517,-0.26964062049432613,-4.11821539335909
4096.744752241843,-7.481764144972786e-05,-0.0033367644250825125,-0.2829462834308372,-4.251747168322751
4199.853177322904,-7.863119327142709e-05,-0.0035067765082922096,-0.29688638265346173,-4.387796547750039
4305.556674336836,-8.263913110793817e-05,-0.003685447509282035,-0.31148899066271984,-4.526331201789963
4413.920557037898,-8.685136374295606e-05,-0.003873218082040227,-0.32678321120907633,-4.667316412159251
4525.011783021657,-9.127830510471317e-05,-0.004070551268450226,-0.34279919679870013,-4.8107152230192405
4638.898995097853,-9.593090002526142e-05,-0.004277933631854552,-0.3595681643640714,-4.956488597921455
4755.652563704462,-0.0001008206513087672,-0.004495876447615665,-0.377122408843962,-5.1045955814963175
4875.344630389347,-0.00010595964818504578,-0.004724916953490836,-0.3954953144020117,-5.2549934645707586
4998.049152386171,-0.00011136059621202844,-0.004965619662781906,-0.4147213629982572,-5.4076379514276205
5123.841948312318,-0.00011703684870918471,-0.005218577743349306,-0.43483614001388116,-5.562483327962675
5252.800745016855,-0.00012300243978271086,-0.005484414465767958,-0.45587633661625543,-5.719482629550753
5385.005225607679,-0.00012927211904476945,-0.005763784723985983,-0.47787974853943727,-5.878587807500515
